poi_id,hazard_json,hazard_source,inference_not_placement
poi_502094_0830,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":4234.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0833,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":3},""nearest_hostile_cm"":2503.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0834,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""nearest_hostile_cm"":4266.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0835,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1},""nearest_hostile_cm"":2147.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0836,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":1628.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0838,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":1139.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0839,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":2120.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0841,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2,""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":1126.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0842,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":1823.0,""nearest_gas_cm"":1048.6,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0843,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":1204.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0844,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":1384.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0850,"{""nearest_uranium_cm"":1323.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0851,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":2162.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0852,"{""nearest_gas_cm"":1035.6,""nearest_gas_class"":""BP_GasPillar_02_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0855,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":969.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0856,"{""nearest_gas_cm"":721.7,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0857,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1},""nearest_hostile_cm"":3264.0,""nearest_gas_cm"":1150.6,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0860,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":2877.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0862,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1},""nearest_hostile_cm"":4242.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0865,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":2988.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0866,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":1576.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0867,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":4662.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0868,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":863.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0872,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""spawns_here"":[""Desc_HogBasic_C""],""nearest_hostile_cm"":1538.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0873,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1},""nearest_hostile_cm"":3371.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0874,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":3484.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0876,"{""nearest_gas_cm"":895.6,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0878,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1},""nearest_hostile_cm"":801.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0884,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1528.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0885,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":2379.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0886,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""spawns_here"":[""Desc_HogBasic_C""],""nearest_hostile_cm"":985.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0887,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":2391.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0888,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":1299.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0890,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":2361.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0891,"{""hostiles_nearby"":{""Desc_HogAlpha_C"":1,""Desc_SpitterForest_Small_C"":2},""spawns_here"":[""Desc_SpitterForest_Small_C""],""nearest_hostile_cm"":1263.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0892,"{""hostiles_nearby"":{""Desc_StingerElite_C"":1,""Desc_StingerSmall_C"":3},""nearest_hostile_cm"":860.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0893,"{""hostiles_nearby"":{""Desc_StingerElite_C"":1},""nearest_hostile_cm"":1839.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0894,"{""nearest_gas_cm"":798.1,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0895,"{""hostiles_nearby"":{""Desc_HogCliff_C"":1,""Desc_SpitterForest_Small_C"":3},""nearest_hostile_cm"":3225.5,""nearest_gas_cm"":785.7,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0898,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":1027.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0900,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":2343.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0902,"{""nearest_gas_cm"":3397.9,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0904,"{""nearest_gas_cm"":729.6,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0906,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1727.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0907,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":4963.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0908,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1,""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":671.6,""nearest_gas_cm"":3288.6,""nearest_gas_class"":""BP_GasPillar_02_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0909,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1482.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0910,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1150.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0911,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":2},""nearest_hostile_cm"":2276.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0912,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":6},""nearest_hostile_cm"":3916.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0913,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":4},""nearest_hostile_cm"":1210.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0914,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1206.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0915,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":4969.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0916,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":4763.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0917,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":3798.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0918,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":353.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0920,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":3709.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0921,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":1915.0,""nearest_uranium_cm"":3713.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0922,"{""nearest_uranium_cm"":1800.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0923,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":1313.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0924,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1,""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":2842.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0926,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":1750.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0928,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Desc_SpitterAquatic_Alpha_C"":2},""nearest_hostile_cm"":4262.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0930,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":3143.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0932,"{""hostiles_nearby"":{""Desc_StingerElite_C"":2},""nearest_hostile_cm"":3687.0,""nearest_gas_cm"":3139.9,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0935,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1},""nearest_hostile_cm"":2627.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0936,"{""nearest_gas_cm"":800.7,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0937,"{""nearest_uranium_cm"":1739.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0938,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":1182.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0939,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":1680.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_0940,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":2},""nearest_hostile_cm"":3289.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0941,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":350.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0942,"{""spawns_here"":[""Desc_StingerAlpha_C"",""Desc_StingerSmall_C""],""nearest_gas_cm"":1687.8,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0944,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2,""Desc_StingerSmall_C"":4},""spawns_here"":[""Desc_HogBasic_C""],""nearest_hostile_cm"":727.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0947,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":4213.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0948,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2,""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":2916.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0950,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":5},""nearest_hostile_cm"":3917.8,""nearest_gas_cm"":832.3,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0951,"{""spawns_here"":[""Desc_StingerAlpha_C"",""Desc_StingerSmall_C""],""nearest_gas_cm"":3905.7,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0952,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":2174.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0954,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":872.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0955,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":1836.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0956,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":1},""nearest_hostile_cm"":1363.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0957,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1,""Desc_HogBasic_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1108.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0958,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":2},""nearest_hostile_cm"":4233.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0959,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":847.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0962,"{""nearest_gas_cm"":3539.8,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0963,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":4469.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_0964,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":1553.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0966,"{""nearest_gas_cm"":1427.5,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0967,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":1304.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0969,"{""nearest_gas_cm"":1031.2,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0970,"{""nearest_gas_cm"":1004.8,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0971,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":4},""nearest_hostile_cm"":4676.7,""nearest_gas_cm"":2990.3,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0972,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":2441.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0973,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":3303.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_0975,"{""nearest_gas_cm"":1088.6,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0976,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":3720.7,""nearest_uranium_cm"":3343.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0978,"{""nearest_gas_cm"":392.2,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0979,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1,""Desc_SpitterDesert_Small_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":864.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0980,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":843.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0983,"{""nearest_gas_cm"":1736.5,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0984,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":1547.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_0985,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1},""nearest_hostile_cm"":4509.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_0986,"{""hostiles_nearby"":{""Desc_HogBasic_C"":1},""nearest_hostile_cm"":2649.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_0987,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":4425.2,""nearest_gas_cm"":970.4,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_0988,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":4},""spawns_here"":[""Desc_StingerSmall_C""],""nearest_hostile_cm"":355.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_0989,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":1},""nearest_hostile_cm"":1249.9,""nearest_gas_cm"":3407.4,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0991,"{""hostiles_nearby"":{""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":616.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_0994,"{""nearest_gas_cm"":1401.7,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_0996,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1},""nearest_hostile_cm"":4688.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_0997,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1,""Desc_SpitterDesert_Small_C"":1},""nearest_hostile_cm"":4319.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_0998,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1},""nearest_hostile_cm"":4716.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1001,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":2},""nearest_hostile_cm"":3903.5,""nearest_gas_cm"":2652.7,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1009,"{""hostiles_nearby"":{""Desc_HogBasic_C"":2},""nearest_hostile_cm"":2434.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_1011,"{""nearest_gas_cm"":1222.5,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1013,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Char_CrabHatcher_C"":1},""nearest_hostile_cm"":2230.1,""nearest_gas_cm"":3400.0,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1014,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1,""Desc_StingerSmall_C"":4},""nearest_hostile_cm"":3131.0,""nearest_gas_cm"":2919.1,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1015,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Small_C"":1},""nearest_hostile_cm"":2125.8,""nearest_gas_cm"":1751.7,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1017,"{""hostiles_nearby"":{""Desc_SpitterForest_Red_Alpha_C"":2},""nearest_hostile_cm"":2436.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1018,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":2,""Desc_StingerSmall_C"":2},""nearest_hostile_cm"":415.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1019,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":2},""nearest_hostile_cm"":2457.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_1022,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":2},""spawns_here"":[""Desc_SpitterForest_Small_C""],""nearest_hostile_cm"":3328.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1024,"{""nearest_gas_cm"":1874.7,""nearest_gas_class"":""BP_GasPillar_02_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1025,"{""nearest_gas_cm"":1585.4,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1027,"{""nearest_uranium_cm"":4467.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1028,"{""hostiles_nearby"":{""Desc_StingerElite_C"":1},""nearest_hostile_cm"":930.4,""nearest_gas_cm"":2391.1,""nearest_gas_class"":""BP_GasPillar_03_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1029,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":2},""nearest_hostile_cm"":2208.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1030,"{""hostiles_nearby"":{""Desc_SpitterDesert_Alpha_C"":1},""nearest_hostile_cm"":2748.1}",SatisfactoryMCP inferred hazard context,true
poi_502094_1031,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":5},""nearest_hostile_cm"":1918.4}",SatisfactoryMCP inferred hazard context,true
poi_502094_1032,"{""nearest_gas_cm"":2844.0,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1033,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":1429.5,""nearest_uranium_cm"":208.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_1035,"{""hostiles_nearby"":{""Desc_StingerSmall_C"":5},""nearest_hostile_cm"":2819.1,""nearest_gas_cm"":2312.5,""nearest_gas_class"":""BP_GasPillar_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1036,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":2},""nearest_hostile_cm"":2187.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1037,"{""nearest_gas_cm"":542.4,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1039,"{""nearest_gas_cm"":599.3,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1040,"{""hostiles_nearby"":{""Desc_SpitterForest_Small_C"":1,""Desc_StingerAlpha_C"":1,""Desc_StingerSmall_C"":3},""nearest_hostile_cm"":552.1,""nearest_gas_cm"":2806.0,""nearest_gas_class"":""BP_SporeFlower_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1042,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":776.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1043,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":1},""nearest_hostile_cm"":4724.0}",SatisfactoryMCP inferred hazard context,true
poi_502094_1044,"{""nearest_uranium_cm"":959.9}",SatisfactoryMCP inferred hazard context,true
poi_502094_1045,"{""nearest_gas_cm"":727.6,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true,""nearest_uranium_cm"":289.3}",SatisfactoryMCP inferred hazard context,true
poi_502094_1047,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Desc_SpitterDesert_Alpha_C"":1},""nearest_hostile_cm"":1053.8}",SatisfactoryMCP inferred hazard context,true
poi_502094_1048,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1,""Char_CrabHatcher_C"":1},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1167.5}",SatisfactoryMCP inferred hazard context,true
poi_502094_1049,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":2},""nearest_hostile_cm"":3544.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_1050,"{""hostiles_nearby"":{""Char_BigCrabHatcher_C"":1},""nearest_hostile_cm"":1397.7}",SatisfactoryMCP inferred hazard context,true
poi_502094_1051,"{""hostiles_nearby"":{""Desc_SpitterAquatic_Alpha_C"":1},""nearest_hostile_cm"":3541.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1052,"{""hostiles_nearby"":{""Char_CrabHatcher_C"":2},""spawns_here"":[""Char_CrabHatcher_C""],""nearest_hostile_cm"":1650.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1053,"{""nearest_gas_cm"":1333.7,""nearest_gas_class"":""BP_SporeFlower_C"",""inside_spore_flower_damage_sphere"":true}",SatisfactoryMCP inferred hazard context,true
poi_502094_1057,"{""hostiles_nearby"":{""Desc_HogNuclear_C"":1},""nearest_hostile_cm"":2841.6,""nearest_uranium_cm"":1365.0,""nearest_nuclear_hog_spawner_cm"":2841.6}",SatisfactoryMCP inferred hazard context,true
poi_502094_1058,"{""nearest_gas_cm"":1248.6,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
poi_502094_1061,"{""hostiles_nearby"":{""Desc_HogNuclear_C"":1},""nearest_hostile_cm"":4302.2,""nearest_nuclear_hog_spawner_cm"":4302.2}",SatisfactoryMCP inferred hazard context,true
poi_502094_1062,"{""hostiles_nearby"":{""Desc_StingerAlpha_C"":2},""nearest_hostile_cm"":1963.5,""nearest_gas_cm"":869.1,""nearest_gas_class"":""BP_VolumeGas_01_C""}",SatisfactoryMCP inferred hazard context,true
