schematic_id,item_id,item_name,amount,game_build_id
Schematic_6-7_C,Desc_SteelPipe_C,Steel Pipe,400.0,docs_a81d250e96aa
Schematic_6-7_C,Desc_CopperSheet_C,Copper Sheet,1000.0,docs_a81d250e96aa
Schematic_6-6_C,Desc_ModularFrameHeavy_C,Heavy Modular Frame,100.0,docs_a81d250e96aa
Schematic_6-6_C,Desc_Computer_C,Computer,100.0,docs_a81d250e96aa
Schematic_6-6_C,Desc_Rubber_C,Rubber,400.0,docs_a81d250e96aa
Schematic_6-6_C,Desc_Cement_C,Concrete,1500.0,docs_a81d250e96aa
Schematic_6-3_C,Desc_Motor_C,Motor,250.0,docs_a81d250e96aa
Schematic_6-3_C,Desc_SteelPlateReinforced_C,Encased Industrial Beam,500.0,docs_a81d250e96aa
Schematic_6-3_C,Desc_SteelPlate_C,Steel Beam,1000.0,docs_a81d250e96aa
Schematic_6-3_C,Desc_SteelPipe_C,Steel Pipe,1000.0,docs_a81d250e96aa
Schematic_6-2_C,Desc_Motor_C,Motor,50.0,docs_a81d250e96aa
Schematic_6-2_C,Desc_Cable_C,Cable,1000.0,docs_a81d250e96aa
Schematic_6-2_C,Desc_IronPlate_C,Iron Plate,1000.0,docs_a81d250e96aa
Schematic_5-5_C,Desc_Motor_C,Motor,100.0,docs_a81d250e96aa
Schematic_5-5_C,Desc_SteelPlateReinforced_C,Encased Industrial Beam,100.0,docs_a81d250e96aa
Schematic_5-5_C,Desc_Rubber_C,Rubber,200.0,docs_a81d250e96aa
Schematic_5-5_C,Desc_Plastic_C,Plastic,200.0,docs_a81d250e96aa
Schematic_5-3_C,Desc_SteelPlate_C,Steel Beam,200.0,docs_a81d250e96aa
Schematic_5-3_C,Desc_SteelPipe_C,Steel Pipe,200.0,docs_a81d250e96aa
Schematic_5-3_C,Desc_IronPlateReinforced_C,Reinforced Iron Plate,400.0,docs_a81d250e96aa
Schematic_4-5_C,Desc_ModularFrame_C,Modular Frame,100.0,docs_a81d250e96aa
Schematic_4-5_C,Desc_SteelPlate_C,Steel Beam,200.0,docs_a81d250e96aa
Schematic_4-5_C,Desc_Cable_C,Cable,500.0,docs_a81d250e96aa
Schematic_4-5_C,Desc_Cement_C,Concrete,1000.0,docs_a81d250e96aa
Schematic_4-3_C,Desc_SteelPlateReinforced_C,Encased Industrial Beam,50.0,docs_a81d250e96aa
Schematic_4-3_C,Desc_SteelPlate_C,Steel Beam,100.0,docs_a81d250e96aa
Schematic_4-3_C,Desc_ModularFrame_C,Modular Frame,200.0,docs_a81d250e96aa
Schematic_4-3_C,Desc_Wire_C,Wire,2000.0,docs_a81d250e96aa
Schematic_4-2_C,Desc_IronPlateReinforced_C,Reinforced Iron Plate,100.0,docs_a81d250e96aa
Schematic_4-2_C,Desc_IronRod_C,Iron Rod,600.0,docs_a81d250e96aa
Schematic_4-2_C,Desc_Wire_C,Wire,1500.0,docs_a81d250e96aa
Schematic_3-3_C,Desc_ModularFrame_C,Modular Frame,25.0,docs_a81d250e96aa
Schematic_3-3_C,Desc_Rotor_C,Rotor,100.0,docs_a81d250e96aa
Schematic_3-3_C,Desc_Cable_C,Cable,200.0,docs_a81d250e96aa
Schematic_3-3_C,Desc_IronPlate_C,Iron Plate,400.0,docs_a81d250e96aa
Schematic_3-2_C,Desc_IronPlateReinforced_C,Reinforced Iron Plate,50.0,docs_a81d250e96aa
Schematic_3-2_C,Desc_Cement_C,Concrete,200.0,docs_a81d250e96aa
Schematic_3-2_C,Desc_IronRod_C,Iron Rod,300.0,docs_a81d250e96aa
Schematic_3-2_C,Desc_IronPlate_C,Iron Plate,300.0,docs_a81d250e96aa
Schematic_2-3_C,Desc_Rotor_C,Rotor,50.0,docs_a81d250e96aa
Schematic_2-3_C,Desc_IronPlate_C,Iron Plate,300.0,docs_a81d250e96aa
Schematic_2-3_C,Desc_Cable_C,Cable,150.0,docs_a81d250e96aa
Schematic_1-3_C,Desc_Wire_C,Wire,300.0,docs_a81d250e96aa
Schematic_1-3_C,Desc_IronScrew_C,Screws,300.0,docs_a81d250e96aa
Schematic_1-3_C,Desc_IronPlate_C,Iron Plate,100.0,docs_a81d250e96aa
Schematic_1-2_C,Desc_IronPlate_C,Iron Plate,150.0,docs_a81d250e96aa
Schematic_1-2_C,Desc_IronRod_C,Iron Rod,150.0,docs_a81d250e96aa
Schematic_1-2_C,Desc_Wire_C,Wire,300.0,docs_a81d250e96aa
Schematic_6-1_C,Desc_Rubber_C,Rubber,200.0,docs_a81d250e96aa
Schematic_6-1_C,Desc_SteelPlateReinforced_C,Encased Industrial Beam,300.0,docs_a81d250e96aa
Schematic_6-1_C,Desc_ModularFrame_C,Modular Frame,400.0,docs_a81d250e96aa
