recipe_id,direction,item_id,item_name,amount_per_cycle_raw,amount_per_cycle,unit,rate_per_min,game_build_id
Recipe_CartridgeChaos_Packaged_C,input,Desc_AluminumCasing_C,Aluminum Casing,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_CartridgeChaos_Packaged_C,input,Desc_TurboFuel_C,Packaged Turbofuel,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_CartridgeChaos_Packaged_C,output,Desc_CartridgeChaos_C,,50.0,50.0,items,250.0,docs_a81d250e96aa
Recipe_CartridgeSmart_C,input,Desc_CartridgeStandard_C,,20.0,20.0,items,50.0,docs_a81d250e96aa
Recipe_CartridgeSmart_C,input,Desc_HighSpeedConnector_C,High-Speed Connector,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_CartridgeSmart_C,output,Desc_CartridgeSmartProjectile_C,,10.0,10.0,items,25.0,docs_a81d250e96aa
Recipe_Rebar_Stunshot_C,input,Desc_SpikedRebar_C,,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_Rebar_Stunshot_C,input,Desc_HighSpeedWire_C,Quickwire,5.0,5.0,items,50.0,docs_a81d250e96aa
Recipe_Rebar_Stunshot_C,output,Desc_Rebar_Stunshot_C,,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_Rebar_Spreadshot_C,input,Desc_SpikedRebar_C,,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_Rebar_Spreadshot_C,input,Desc_QuartzCrystal_C,Quartz Crystal,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_Rebar_Spreadshot_C,output,Desc_Rebar_Spreadshot_C,,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_Rebar_Explosive_C,input,Desc_SpikedRebar_C,,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_Rebar_Explosive_C,input,Desc_GunpowderMK2_C,Smokeless Powder,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_Rebar_Explosive_C,input,Desc_SteelPipe_C,Steel Pipe,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_Rebar_Explosive_C,output,Desc_Rebar_Explosive_C,,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_FilterHazmat_C,input,Desc_Filter_C,Gas Filter,1.0,1.0,items,3.75,docs_a81d250e96aa
Recipe_FilterHazmat_C,input,Desc_HighSpeedWire_C,Quickwire,8.0,8.0,items,30.0,docs_a81d250e96aa
Recipe_FilterHazmat_C,input,Desc_AluminumCasing_C,Aluminum Casing,1.0,1.0,items,3.75,docs_a81d250e96aa
Recipe_FilterHazmat_C,output,Desc_HazmatFilter_C,Iodine-Infused Filter,1.0,1.0,items,3.75,docs_a81d250e96aa
Recipe_NobeliskShockwave_C,input,Desc_NobeliskExplosive_C,,5.0,5.0,items,5.0,docs_a81d250e96aa
Recipe_NobeliskShockwave_C,input,Desc_CrystalOscillator_C,Crystal Oscillator,1.0,1.0,items,1.0,docs_a81d250e96aa
Recipe_NobeliskShockwave_C,output,Desc_NobeliskShockwave_C,,5.0,5.0,items,5.0,docs_a81d250e96aa
Recipe_NobeliskGas_C,input,Desc_NobeliskExplosive_C,,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_NobeliskGas_C,input,Desc_GenericBiomass_C,Biomass,10.0,10.0,items,50.0,docs_a81d250e96aa
Recipe_NobeliskGas_C,output,Desc_NobeliskGas_C,,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_NobeliskCluster_C,input,Desc_NobeliskExplosive_C,,3.0,3.0,items,7.5,docs_a81d250e96aa
Recipe_NobeliskCluster_C,input,Desc_GunpowderMK2_C,Smokeless Powder,4.0,4.0,items,10.0,docs_a81d250e96aa
Recipe_NobeliskCluster_C,output,Desc_NobeliskCluster_C,,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_FilterGasMask_C,input,Desc_Fabric_C,Fabric,2.0,2.0,items,15.0,docs_a81d250e96aa
Recipe_FilterGasMask_C,input,Desc_Coal_C,Coal,4.0,4.0,items,30.0,docs_a81d250e96aa
Recipe_FilterGasMask_C,input,Desc_IronPlate_C,Iron Plate,2.0,2.0,items,15.0,docs_a81d250e96aa
Recipe_FilterGasMask_C,output,Desc_Filter_C,Gas Filter,1.0,1.0,items,7.5,docs_a81d250e96aa
Recipe_Cartridge_C,input,Desc_CopperSheet_C,Copper Sheet,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_Cartridge_C,input,Desc_GunpowderMK2_C,Smokeless Powder,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_Cartridge_C,output,Desc_CartridgeStandard_C,,15.0,15.0,items,75.0,docs_a81d250e96aa
Recipe_XmasWreath_C,input,Desc_XmasBranch_C,FICSMAS Tree Branch,15.0,15.0,items,15.0,docs_a81d250e96aa
Recipe_XmasWreath_C,input,Desc_XmasBallCluster_C,FICSMAS Ornament Bundle,6.0,6.0,items,6.0,docs_a81d250e96aa
Recipe_XmasWreath_C,output,Desc_XmasWreath_C,FICSMAS Wreath,2.0,2.0,items,2.0,docs_a81d250e96aa
Recipe_Snowball_C,input,Desc_Snow_C,FICSMAS Actual Snow,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_Snowball_C,output,Desc_SnowballProjectile_C,,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_XmasStar_C,input,Desc_XmasWreath_C,FICSMAS Wreath,5.0,5.0,items,5.0,docs_a81d250e96aa
Recipe_XmasStar_C,input,Desc_CandyCane_C,Candy Cane,20.0,20.0,items,20.0,docs_a81d250e96aa
Recipe_XmasStar_C,output,Desc_XmasStar_C,FICSMAS Wonder Star,1.0,1.0,items,1.0,docs_a81d250e96aa
Recipe_XmasBall3_C,input,Desc_XmasBall1_C,Red FICSMAS Ornament,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_XmasBall3_C,input,Desc_CopperIngot_C,Copper Ingot,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_XmasBall3_C,output,Desc_XmasBall3_C,Copper FICSMAS Ornament,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_XmasBall4_C,input,Desc_XmasBall2_C,Blue FICSMAS Ornament,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_XmasBall4_C,input,Desc_IronIngot_C,Iron Ingot,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_XmasBall4_C,output,Desc_XmasBall4_C,Iron FICSMAS Ornament,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_XmasBallCluster_C,input,Desc_XmasBall3_C,Copper FICSMAS Ornament,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_XmasBallCluster_C,input,Desc_XmasBall4_C,Iron FICSMAS Ornament,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_XmasBallCluster_C,output,Desc_XmasBallCluster_C,FICSMAS Ornament Bundle,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_XmasBall1_C,input,Desc_Gift_C,FICSMAS Gift,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_XmasBall1_C,output,Desc_XmasBall1_C,Red FICSMAS Ornament,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_XmasBall2_C,input,Desc_Gift_C,FICSMAS Gift,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_XmasBall2_C,output,Desc_XmasBall2_C,Blue FICSMAS Ornament,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_Snow_C,input,Desc_Gift_C,FICSMAS Gift,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_Snow_C,output,Desc_Snow_C,FICSMAS Actual Snow,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_XmasBranch_C,input,Desc_Gift_C,FICSMAS Gift,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_XmasBranch_C,output,Desc_XmasBranch_C,FICSMAS Tree Branch,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_XmasBow_C,input,Desc_Gift_C,FICSMAS Gift,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_XmasBow_C,output,Desc_XmasBow_C,FICSMAS Bow,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_CandyCane_C,input,Desc_Gift_C,FICSMAS Gift,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_CandyCane_C,output,Desc_CandyCane_C,Candy Cane,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_NobeliskNuke_C,input,Desc_NobeliskExplosive_C,,5.0,5.0,items,2.5,docs_a81d250e96aa
Recipe_NobeliskNuke_C,input,Desc_UraniumCell_C,Encased Uranium Cell,20.0,20.0,items,10.0,docs_a81d250e96aa
Recipe_NobeliskNuke_C,input,Desc_GunpowderMK2_C,Smokeless Powder,10.0,10.0,items,5.0,docs_a81d250e96aa
Recipe_NobeliskNuke_C,input,Desc_CircuitBoardHighSpeed_C,AI Limiter,6.0,6.0,items,3.0,docs_a81d250e96aa
Recipe_NobeliskNuke_C,output,Desc_NobeliskNuke_C,,1.0,1.0,items,0.5,docs_a81d250e96aa
Recipe_PowerCrystalShard_3_C,input,Desc_Crystal_mk3_C,Purple Power Slug,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_PowerCrystalShard_3_C,output,Desc_CrystalShard_C,Power Shard,5.0,5.0,items,12.5,docs_a81d250e96aa
Recipe_PowerCrystalShard_2_C,input,Desc_Crystal_mk2_C,Yellow Power Slug,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_PowerCrystalShard_2_C,output,Desc_CrystalShard_C,Power Shard,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_PowerCrystalShard_1_C,input,Desc_Crystal_C,Blue Power Slug,1.0,1.0,items,7.5,docs_a81d250e96aa
Recipe_PowerCrystalShard_1_C,output,Desc_CrystalShard_C,Power Shard,1.0,1.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_PolyesterFabric_C,input,Desc_PolymerResin_C,Polymer Resin,1.0,1.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_PolyesterFabric_C,input,Desc_Water_C,Water,1000.0,1.0,m3,30.0,docs_a81d250e96aa
Recipe_Alternate_PolyesterFabric_C,output,Desc_Fabric_C,Fabric,1.0,1.0,items,30.0,docs_a81d250e96aa
Recipe_Biomass_Mycelia_C,input,Desc_Mycelia_C,Mycelia,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_Biomass_Mycelia_C,output,Desc_GenericBiomass_C,Biomass,10.0,10.0,items,150.0,docs_a81d250e96aa
Recipe_IngotCaterium_C,input,Desc_OreGold_C,Caterium Ore,3.0,3.0,items,45.0,docs_a81d250e96aa
Recipe_IngotCaterium_C,output,Desc_GoldIngot_C,Caterium Ingot,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_AlienPowerFuel_C,input,Desc_SAMFluctuator_C,SAM Fluctuator,5.0,5.0,items,12.5,docs_a81d250e96aa
Recipe_AlienPowerFuel_C,input,Desc_CrystalShard_C,Power Shard,3.0,3.0,items,7.5,docs_a81d250e96aa
Recipe_AlienPowerFuel_C,input,Desc_QuantumOscillator_C,Superposition Oscillator,3.0,3.0,items,7.5,docs_a81d250e96aa
Recipe_AlienPowerFuel_C,input,Desc_QuantumEnergy_C,Excited Photonic Matter,24000.0,24.0,m3,60.0,docs_a81d250e96aa
Recipe_AlienPowerFuel_C,output,Desc_AlienPowerFuel_C,Alien Power Matrix,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_AlienPowerFuel_C,output,Desc_DarkEnergy_C,Dark Matter Residue,24000.0,24.0,m3,60.0,docs_a81d250e96aa
Recipe_Protein_Stinger_C,input,Desc_StingerParts_C,Stinger Remains,1.0,1.0,items,20.0,docs_a81d250e96aa
Recipe_Protein_Stinger_C,output,Desc_AlienProtein_C,Alien Protein,1.0,1.0,items,20.0,docs_a81d250e96aa
Recipe_Protein_Crab_C,input,Desc_HatcherParts_C,Hatcher Remains,1.0,1.0,items,20.0,docs_a81d250e96aa
Recipe_Protein_Crab_C,output,Desc_AlienProtein_C,Alien Protein,1.0,1.0,items,20.0,docs_a81d250e96aa
Recipe_AlienDNACapsule_C,input,Desc_AlienProtein_C,Alien Protein,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_AlienDNACapsule_C,output,Desc_AlienDNACapsule_C,Alien DNA Capsule,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_Biomass_AlienProtein_C,input,Desc_AlienProtein_C,Alien Protein,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_Biomass_AlienProtein_C,output,Desc_GenericBiomass_C,Biomass,100.0,100.0,items,1500.0,docs_a81d250e96aa
Recipe_Protein_Spitter_C,input,Desc_SpitterParts_C,Spitter Remains,1.0,1.0,items,20.0,docs_a81d250e96aa
Recipe_Protein_Spitter_C,output,Desc_AlienProtein_C,Alien Protein,1.0,1.0,items,20.0,docs_a81d250e96aa
Recipe_Protein_Hog_C,input,Desc_HogParts_C,Hog Remains,1.0,1.0,items,20.0,docs_a81d250e96aa
Recipe_Protein_Hog_C,output,Desc_AlienProtein_C,Alien Protein,1.0,1.0,items,20.0,docs_a81d250e96aa
Recipe_Ficsonium_C,input,Desc_PlutoniumWaste_C,Plutonium Waste,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_Ficsonium_C,input,Desc_SingularityCell_C,Singularity Cell,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_Ficsonium_C,input,Desc_DarkEnergy_C,Dark Matter Residue,20000.0,20.0,m3,200.0,docs_a81d250e96aa
Recipe_Ficsonium_C,output,Desc_Ficsonium_C,Ficsonium,1.0,1.0,items,10.0,docs_a81d250e96aa
Recipe_FicsoniumFuelRod_C,input,Desc_Ficsonium_C,Ficsonium,2.0,2.0,items,5.0,docs_a81d250e96aa
Recipe_FicsoniumFuelRod_C,input,Desc_ElectromagneticControlRod_C,Electromagnetic Control Rod,2.0,2.0,items,5.0,docs_a81d250e96aa
Recipe_FicsoniumFuelRod_C,input,Desc_FicsiteMesh_C,Ficsite Trigon,40.0,40.0,items,100.0,docs_a81d250e96aa
Recipe_FicsoniumFuelRod_C,input,Desc_QuantumEnergy_C,Excited Photonic Matter,20000.0,20.0,m3,50.0,docs_a81d250e96aa
Recipe_FicsoniumFuelRod_C,output,Desc_FicsoniumFuelRod_C,Ficsonium Fuel Rod,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_FicsoniumFuelRod_C,output,Desc_DarkEnergy_C,Dark Matter Residue,20000.0,20.0,m3,50.0,docs_a81d250e96aa
Recipe_SingularityCell_C,input,Desc_SpaceElevatorPart_9_C,Nuclear Pasta,1.0,1.0,items,1.0,docs_a81d250e96aa
Recipe_SingularityCell_C,input,Desc_DarkMatter_C,Dark Matter Crystal,20.0,20.0,items,20.0,docs_a81d250e96aa
Recipe_SingularityCell_C,input,Desc_IronPlate_C,Iron Plate,100.0,100.0,items,100.0,docs_a81d250e96aa
Recipe_SingularityCell_C,input,Desc_Cement_C,Concrete,200.0,200.0,items,200.0,docs_a81d250e96aa
Recipe_SingularityCell_C,output,Desc_SingularityCell_C,Singularity Cell,10.0,10.0,items,10.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_11_C,input,Desc_SpaceElevatorPart_8_C,Thermal Propulsion Rocket,1.0,1.0,items,1.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_11_C,input,Desc_SingularityCell_C,Singularity Cell,5.0,5.0,items,5.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_11_C,input,Desc_QuantumOscillator_C,Superposition Oscillator,2.0,2.0,items,2.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_11_C,input,Desc_DarkMatter_C,Dark Matter Crystal,40.0,40.0,items,40.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_11_C,output,Desc_SpaceElevatorPart_11_C,Ballistic Warp Drive,1.0,1.0,items,1.0,docs_a81d250e96aa
Recipe_Battery_C,input,Desc_SulfuricAcid_C,Sulfuric Acid,2500.0,2.5,m3,50.0,docs_a81d250e96aa
Recipe_Battery_C,input,Desc_AluminaSolution_C,Alumina Solution,2000.0,2.0,m3,40.0,docs_a81d250e96aa
Recipe_Battery_C,input,Desc_AluminumCasing_C,Aluminum Casing,1.0,1.0,items,20.0,docs_a81d250e96aa
Recipe_Battery_C,output,Desc_Battery_C,Battery,1.0,1.0,items,20.0,docs_a81d250e96aa
Recipe_Battery_C,output,Desc_Water_C,Water,1500.0,1.5,m3,30.0,docs_a81d250e96aa
Recipe_SulfuricAcid_C,input,Desc_Sulfur_C,Sulfur,5.0,5.0,items,50.0,docs_a81d250e96aa
Recipe_SulfuricAcid_C,input,Desc_Water_C,Water,5000.0,5.0,m3,50.0,docs_a81d250e96aa
Recipe_SulfuricAcid_C,output,Desc_SulfuricAcid_C,Sulfuric Acid,5000.0,5.0,m3,50.0,docs_a81d250e96aa
Recipe_SpaceElevatorPart_7_C,input,Desc_SpaceElevatorPart_5_C,Adaptive Control Unit,2.0,2.0,items,1.5,docs_a81d250e96aa
Recipe_SpaceElevatorPart_7_C,input,Desc_ComputerSuper_C,Supercomputer,1.0,1.0,items,0.75,docs_a81d250e96aa
Recipe_SpaceElevatorPart_7_C,output,Desc_SpaceElevatorPart_7_C,Assembly Director System,1.0,1.0,items,0.75,docs_a81d250e96aa
Recipe_PackagedSulfuricAcid_C,input,Desc_SulfuricAcid_C,Sulfuric Acid,2000.0,2.0,m3,40.0,docs_a81d250e96aa
Recipe_PackagedSulfuricAcid_C,input,Desc_FluidCanister_C,Empty Canister,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_PackagedSulfuricAcid_C,output,Desc_PackagedSulfuricAcid_C,Packaged Sulfuric Acid,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_UnpackageSulfuricAcid_C,input,Desc_PackagedSulfuricAcid_C,Packaged Sulfuric Acid,1.0,1.0,items,60.0,docs_a81d250e96aa
Recipe_UnpackageSulfuricAcid_C,output,Desc_SulfuricAcid_C,Sulfuric Acid,1000.0,1.0,m3,60.0,docs_a81d250e96aa
Recipe_UnpackageSulfuricAcid_C,output,Desc_FluidCanister_C,Empty Canister,1.0,1.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_Wire_2_C,input,Desc_GoldIngot_C,Caterium Ingot,1.0,1.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_Wire_2_C,output,Desc_Wire_C,Wire,8.0,8.0,items,120.0,docs_a81d250e96aa
Recipe_Alternate_Wire_1_C,input,Desc_IronIngot_C,Iron Ingot,5.0,5.0,items,12.5,docs_a81d250e96aa
Recipe_Alternate_Wire_1_C,output,Desc_Wire_C,Wire,9.0,9.0,items,22.5,docs_a81d250e96aa
Recipe_Alternate_UraniumCell_1_C,input,Desc_OreUranium_C,Uranium,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_Alternate_UraniumCell_1_C,input,Desc_Silica_C,Silica,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_UraniumCell_1_C,input,Desc_Sulfur_C,Sulfur,5.0,5.0,items,25.0,docs_a81d250e96aa
Recipe_Alternate_UraniumCell_1_C,input,Desc_HighSpeedWire_C,Quickwire,15.0,15.0,items,75.0,docs_a81d250e96aa
Recipe_Alternate_UraniumCell_1_C,output,Desc_UraniumCell_C,Encased Uranium Cell,4.0,4.0,items,20.0,docs_a81d250e96aa
Recipe_Alternate_TurboMotor_1_C,input,Desc_Motor_C,Motor,7.0,7.0,items,6.5625,docs_a81d250e96aa
Recipe_Alternate_TurboMotor_1_C,input,Desc_ModularFrameLightweight_C,Radio Control Unit,9.0,9.0,items,8.4375,docs_a81d250e96aa
Recipe_Alternate_TurboMotor_1_C,input,Desc_ElectromagneticControlRod_C,Electromagnetic Control Rod,5.0,5.0,items,4.6875,docs_a81d250e96aa
Recipe_Alternate_TurboMotor_1_C,input,Desc_Rotor_C,Rotor,7.0,7.0,items,6.5625,docs_a81d250e96aa
Recipe_Alternate_TurboMotor_1_C,output,Desc_MotorLightweight_C,Turbo Motor,3.0,3.0,items,2.8125,docs_a81d250e96aa
Recipe_Alternate_Stator_C,input,Desc_SteelPipe_C,Steel Pipe,4.0,4.0,items,16.0,docs_a81d250e96aa
Recipe_Alternate_Stator_C,input,Desc_HighSpeedWire_C,Quickwire,15.0,15.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_Stator_C,output,Desc_Stator_C,Stator,2.0,2.0,items,8.0,docs_a81d250e96aa
Recipe_Alternate_Silica_C,input,Desc_RawQuartz_C,Raw Quartz,3.0,3.0,items,22.5,docs_a81d250e96aa
Recipe_Alternate_Silica_C,input,Desc_Stone_C,Limestone,5.0,5.0,items,37.5,docs_a81d250e96aa
Recipe_Alternate_Silica_C,output,Desc_Silica_C,Silica,7.0,7.0,items,52.5,docs_a81d250e96aa
Recipe_Alternate_Screw_2_C,input,Desc_SteelPlate_C,Steel Beam,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_Alternate_Screw_2_C,output,Desc_IronScrew_C,Screws,52.0,52.0,items,260.0,docs_a81d250e96aa
Recipe_Alternate_Screw_C,input,Desc_IronIngot_C,Iron Ingot,5.0,5.0,items,12.5,docs_a81d250e96aa
Recipe_Alternate_Screw_C,output,Desc_IronScrew_C,Screws,20.0,20.0,items,50.0,docs_a81d250e96aa
Recipe_Alternate_Rotor_C,input,Desc_SteelPipe_C,Steel Pipe,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_Alternate_Rotor_C,input,Desc_Wire_C,Wire,6.0,6.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_Rotor_C,output,Desc_Rotor_C,Rotor,1.0,1.0,items,5.0,docs_a81d250e96aa
Recipe_Alternate_EncasedIndustrialBeam_C,input,Desc_SteelPipe_C,Steel Pipe,6.0,6.0,items,24.0,docs_a81d250e96aa
Recipe_Alternate_EncasedIndustrialBeam_C,input,Desc_Cement_C,Concrete,5.0,5.0,items,20.0,docs_a81d250e96aa
Recipe_Alternate_EncasedIndustrialBeam_C,output,Desc_SteelPlateReinforced_C,Encased Industrial Beam,1.0,1.0,items,4.0,docs_a81d250e96aa
Recipe_Alternate_ReinforcedIronPlate_2_C,input,Desc_IronPlate_C,Iron Plate,10.0,10.0,items,18.75,docs_a81d250e96aa
Recipe_Alternate_ReinforcedIronPlate_2_C,input,Desc_Wire_C,Wire,20.0,20.0,items,37.5,docs_a81d250e96aa
Recipe_Alternate_ReinforcedIronPlate_2_C,output,Desc_IronPlateReinforced_C,Reinforced Iron Plate,3.0,3.0,items,5.625,docs_a81d250e96aa
Recipe_Alternate_ReinforcedIronPlate_1_C,input,Desc_IronPlate_C,Iron Plate,18.0,18.0,items,90.0,docs_a81d250e96aa
Recipe_Alternate_ReinforcedIronPlate_1_C,input,Desc_IronScrew_C,Screws,50.0,50.0,items,250.0,docs_a81d250e96aa
Recipe_Alternate_ReinforcedIronPlate_1_C,output,Desc_IronPlateReinforced_C,Reinforced Iron Plate,3.0,3.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_RadioControlUnit_1_C,input,Desc_AluminumPlateReinforced_C,Heat Sink,4.0,4.0,items,15.0,docs_a81d250e96aa
Recipe_Alternate_RadioControlUnit_1_C,input,Desc_HighSpeedConnector_C,High-Speed Connector,2.0,2.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_RadioControlUnit_1_C,input,Desc_QuartzCrystal_C,Quartz Crystal,12.0,12.0,items,45.0,docs_a81d250e96aa
Recipe_Alternate_RadioControlUnit_1_C,output,Desc_ModularFrameLightweight_C,Radio Control Unit,1.0,1.0,items,3.75,docs_a81d250e96aa
Recipe_Alternate_Quickwire_C,input,Desc_GoldIngot_C,Caterium Ingot,1.0,1.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_Quickwire_C,input,Desc_CopperIngot_C,Copper Ingot,5.0,5.0,items,37.5,docs_a81d250e96aa
Recipe_Alternate_Quickwire_C,output,Desc_HighSpeedWire_C,Quickwire,12.0,12.0,items,90.0,docs_a81d250e96aa
Recipe_Alternate_Plastic_1_C,input,Desc_Rubber_C,Rubber,6.0,6.0,items,30.0,docs_a81d250e96aa
Recipe_Alternate_Plastic_1_C,input,Desc_LiquidFuel_C,Fuel,6000.0,6.0,m3,30.0,docs_a81d250e96aa
Recipe_Alternate_Plastic_1_C,output,Desc_Plastic_C,Plastic,12.0,12.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_NuclearFuelRod_1_C,input,Desc_UraniumCell_C,Encased Uranium Cell,100.0,100.0,items,20.0,docs_a81d250e96aa
Recipe_Alternate_NuclearFuelRod_1_C,input,Desc_ElectromagneticControlRod_C,Electromagnetic Control Rod,10.0,10.0,items,2.0,docs_a81d250e96aa
Recipe_Alternate_NuclearFuelRod_1_C,input,Desc_CrystalOscillator_C,Crystal Oscillator,3.0,3.0,items,0.6,docs_a81d250e96aa
Recipe_Alternate_NuclearFuelRod_1_C,input,Desc_Rotor_C,Rotor,10.0,10.0,items,2.0,docs_a81d250e96aa
Recipe_Alternate_NuclearFuelRod_1_C,output,Desc_NuclearFuelRod_C,Uranium Fuel Rod,3.0,3.0,items,0.6,docs_a81d250e96aa
Recipe_Alternate_Motor_1_C,input,Desc_Rotor_C,Rotor,3.0,3.0,items,3.75,docs_a81d250e96aa
Recipe_Alternate_Motor_1_C,input,Desc_Stator_C,Stator,3.0,3.0,items,3.75,docs_a81d250e96aa
Recipe_Alternate_Motor_1_C,input,Desc_CrystalOscillator_C,Crystal Oscillator,1.0,1.0,items,1.25,docs_a81d250e96aa
Recipe_Alternate_Motor_1_C,output,Desc_Motor_C,Motor,6.0,6.0,items,7.5,docs_a81d250e96aa
Recipe_Alternate_ModularFrame_C,input,Desc_IronPlateReinforced_C,Reinforced Iron Plate,2.0,2.0,items,2.0,docs_a81d250e96aa
Recipe_Alternate_ModularFrame_C,input,Desc_SteelPipe_C,Steel Pipe,10.0,10.0,items,10.0,docs_a81d250e96aa
Recipe_Alternate_ModularFrame_C,output,Desc_ModularFrame_C,Modular Frame,3.0,3.0,items,3.0,docs_a81d250e96aa
Recipe_Alternate_IngotSteel_2_C,input,Desc_OreIron_C,Iron Ore,2.0,2.0,items,5.0,docs_a81d250e96aa
Recipe_Alternate_IngotSteel_2_C,input,Desc_CompactedCoal_C,Compacted Coal,1.0,1.0,items,2.5,docs_a81d250e96aa
Recipe_Alternate_IngotSteel_2_C,output,Desc_SteelIngot_C,Steel Ingot,4.0,4.0,items,10.0,docs_a81d250e96aa
Recipe_Alternate_IngotSteel_1_C,input,Desc_IronIngot_C,Iron Ingot,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_Alternate_IngotSteel_1_C,input,Desc_Coal_C,Coal,2.0,2.0,items,40.0,docs_a81d250e96aa
Recipe_Alternate_IngotSteel_1_C,output,Desc_SteelIngot_C,Steel Ingot,3.0,3.0,items,60.0,docs_a81d250e96aa
Recipe_Alternate_IngotIron_C,input,Desc_OreIron_C,Iron Ore,8.0,8.0,items,40.0,docs_a81d250e96aa
Recipe_Alternate_IngotIron_C,input,Desc_OreCopper_C,Copper Ore,2.0,2.0,items,10.0,docs_a81d250e96aa
Recipe_Alternate_IngotIron_C,output,Desc_IronIngot_C,Iron Ingot,15.0,15.0,items,75.0,docs_a81d250e96aa
Recipe_Alternate_HighSpeedConnector_C,input,Desc_HighSpeedWire_C,Quickwire,60.0,60.0,items,90.0,docs_a81d250e96aa
Recipe_Alternate_HighSpeedConnector_C,input,Desc_Silica_C,Silica,25.0,25.0,items,37.5,docs_a81d250e96aa
Recipe_Alternate_HighSpeedConnector_C,input,Desc_CircuitBoard_C,Circuit Board,2.0,2.0,items,3.0,docs_a81d250e96aa
