poi_id,poi_type,source_object_id,source_cell,source_category,source_class,east_m,north_m,elevation_m,source_game_build,source_sha256
poi_502094_0858,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal17_UAID_40B076DF2F79875B01_2021256020,AXKBSCFFF3H53IWL29V0XIW6V,power_slug_blue,BP_Crystal_C,547.228,1633.725,26.965,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0859,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal8_10,AXKBSCFFF3H53IWL29V0XIW6V,power_slug_blue,BP_Crystal_C,632.916,1543.076,97.537,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0860,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_32,AXKBSCFFF3H53IWL29V0XIW6V,power_slug_blue,BP_Crystal_C,637.259,1578.321,40.325,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0861,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79B36201_1122808154,AXKBSCFFF3H53IWL29V0XIW6V,power_slug_blue,BP_Crystal_C,552.5,1681.19,-5.39,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0862,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79F25F01_1763105083,AXKBSCFFF3H53IWL29V0XIW6V,power_slug_blue,BP_Crystal_C,631.83,1627.27,193.65,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0863,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79F25F01_2029785085,AXKBSCFFF3H53IWL29V0XIW6V,power_slug_blue,BP_Crystal_C,613.87,1570.28,166.11,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0864,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79F35F01_1129500264,AXKBSCFFF3H53IWL29V0XIW6V,power_slug_blue,BP_Crystal_C,591.45,1641.58,185.94,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0865,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal14_15,AZ6FKAJPSWV8B78XOT6NDA7K9,power_slug_blue,BP_Crystal_C,-1767.934,-798.076,122.658,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0866,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal35_5,AZ6FKAJPSWV8B78XOT6NDA7K9,power_slug_blue,BP_Crystal_C,-1812.158,-767.297,177.844,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0867,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal61,B1LCWO1Z3VY6RN86YJ7PL6S22,power_slug_blue,BP_Crystal_C,3747.225,2176.59,43.573,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0868,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal87,B1LCWO1Z3VY6RN86YJ7PL6S22,power_slug_blue,BP_Crystal_C,3608.689,2335.736,46.187,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0869,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal4_3,B2AXOZFQGEMYMJPHGYW15JB1P,power_slug_blue,BP_Crystal_C,880.767,-1375.025,107.763,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0870,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal5_10,B4380ILYSOXIJX4GG9DTR191W,power_slug_blue,BP_Crystal_C,1371.292,-1620.995,-46.706,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0871,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal8_13,B4380ILYSOXIJX4GG9DTR191W,power_slug_blue,BP_Crystal_C,1521.378,-1658.059,2.369,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0872,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0439B01_1646991632,B4VEW13MTSPHF46L54MSAT41G,power_slug_blue,BP_Crystal_C,-1936.43,787.3,10.88,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0873,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal3_8,B7IC3GZ9K7T6D4PNRRTZGKM7D,power_slug_blue,BP_Crystal_C,2072.596,-2038.011,84.454,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0874,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal76,B85V3Y6CR4WCTSO8IN9ROK8FO,power_slug_blue,BP_Crystal_C,2831.52,1252.034,27.526,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0875,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal8_77,B97U49TD9NY5LVZMF4EI5M193,power_slug_blue,BP_Crystal_C,2348.645,-500.196,-16.688,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0876,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal1_227,B9MEW5JDB9QSBTNKJ5Z8SXPLR,power_slug_blue,BP_Crystal_C,643.077,-494.293,313.737,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0877,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal98,B9MEW5JDB9QSBTNKJ5Z8SXPLR,power_slug_blue,BP_Crystal_C,519.769,-345.167,215.33,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0878,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal99,BBAP4L83UFHS4U08VLZ7YKB3W,power_slug_blue,BP_Crystal_C,514.93,-233.857,194.668,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0879,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal20_21,BCHOSLN2T3FDXV4FOPSMI0W6S,power_slug_blue,BP_Crystal_C,-2732.734,640.685,31.033,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0880,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0D45B01_1751130579,BCHXX2ZNIHIOHQU3XTNHE5FWU,power_slug_blue,BP_Crystal_C,1096.65,1809.67,40.12,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0881,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_mk45_UAID_40B076DF2F79956001_1285061765,BCHXX2ZNIHIOHQU3XTNHE5FWU,power_slug_blue,BP_Crystal_C,933.074,1768.084,-7.98,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0882,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_mk45_UAID_40B076DF2F79BB6101_1629973504,BCHXX2ZNIHIOHQU3XTNHE5FWU,power_slug_blue,BP_Crystal_C,1087.204,1791.554,-9.64,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0883,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal114,BF15AQ1KJCL19W9YP52HSKDUR,power_slug_blue,BP_Crystal_C,2772.714,2385.071,40.692,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0884,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal23_26,BIRMIB24LQ84L1YVAA0YE494V,power_slug_blue,BP_Crystal_C,-2988.38,375.107,7.108,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0885,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal97,BIY7ITFOHK1GJJTHKLTAYAAEV,power_slug_blue,BP_Crystal_C,3643.252,1603.588,72.396,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0886,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_99,BJ95204D93B5DZ896LGMZJNS2,power_slug_blue,BP_Crystal_C,3189.217,1880.638,42.385,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0887,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal7_7,BKJ1X6KDE2HVJHANV17PXMUUY,power_slug_blue,BP_Crystal_C,100.529,-2761.8,-56.578,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0888,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_34,BPLT883EAQO3PEGDRAPZ8D940,power_slug_blue,BP_Crystal_C,1233.429,-1360.071,110.091,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0889,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal15_15,BRA6J4XYZ2EHL2FRNZ5ILEC0L,power_slug_blue,BP_Crystal_C,-43.656,-2902.542,23.585,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0890,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal2_2,BRA6J4XYZ2EHL2FRNZ5ILEC0L,power_slug_blue,BP_Crystal_C,66.325,-2926.442,11.61,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0891,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal3_13,BSTB9EDX9WB8FIEZ3JYMZB2SL,power_slug_blue,BP_Crystal_C,-426.096,375.525,189.136,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0892,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_4CEDFB3E2F7F8B9201_1239800812,BSTIJIBBSJLWHWZ5AT1VYZCE6,power_slug_blue,BP_Crystal_C,1684.316,-786.6,12.6,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0893,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_4CEDFB3E2F7F8B9201_1242129813,BSTIJIBBSJLWHWZ5AT1VYZCE6,power_slug_blue,BP_Crystal_C,1609.6,-796.9,17.6,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0894,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal81,BX4T3LMLWPHC2117LHMD2G92K,power_slug_blue,BP_Crystal_C,2999.314,1835.328,35.826,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0895,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal1_21,BXR2XT9LRT5YWZTYGBYNKA9RK,power_slug_blue,BP_Crystal_C,704.82,-779.161,130.079,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0896,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79285B01_1944304298,BZEVNLO9HJHB5BH8TBRM90F2J,power_slug_blue,BP_Crystal_C,742.519,2303.826,-1.352,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0897,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_mk16,BZEVNLO9HJHB5BH8TBRM90F2J,power_slug_blue,BP_Crystal_C,846.987,2254.727,17.44,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0898,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79F76301_1288406181,C0JTYPHPTD6ZKA9K67PR04Z44,power_slug_blue,BP_Crystal_C,97.803,2201.334,-9.083,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0899,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_mk2_C_UAID_40B076DF2F79006401_1101274773,C0JTYPHPTD6ZKA9K67PR04Z44,power_slug_blue,BP_Crystal_C,-78.53,2281.783,-17.731,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0900,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal31_7,C1FHOGHSV3V75SWKPA04MEM8T,power_slug_blue,BP_Crystal_C,-129.081,-2919.338,-17.793,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0901,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal12_11,C78DSIB7NN2YDBWI8OSKGXMGR,power_slug_blue,BP_Crystal_C,194.072,-2471.99,33.134,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0902,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal27_27,C8DQSG4KBNJY1YM1AKEWS0JEN,power_slug_blue,BP_Crystal_C,-545.434,-2708.302,-14.517,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0903,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal3_3,C8DQSG4KBNJY1YM1AKEWS0JEN,power_slug_blue,BP_Crystal_C,-649.586,-2682.14,-30.17,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0904,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_98,C9N0NBU11E0JYN7ERB5GZYCK8,power_slug_blue,BP_Crystal_C,3297.794,1175.72,75.591,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0905,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal19_19,CAXR2PU5R6GEYC55KHC6XQRDL,power_slug_blue,BP_Crystal_C,-259.383,-1472.57,2.963,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0906,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal15_11,CBBCYG1U1YF4QW1MZM7OFBAHS,power_slug_blue,BP_Crystal_C,559.166,164.357,131.19,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0907,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal17_UAID_40B076DF2F79F76301_1463908182,CBLQOVJE72F63HHDW2N1Q96UP,power_slug_blue,BP_Crystal_C,629.918,2136.635,19.125,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0908,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal5_6,CD56CV6662RIWBR8UHUFMMSRB,power_slug_blue,BP_Crystal_C,-903.667,-546.296,37.942,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0909,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal68,CDY9LT3ORF8K472H0114WSCKC,power_slug_blue,BP_Crystal_C,2195.804,1765.698,49.037,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0910,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal98_9,CDY9LT3ORF8K472H0114WSCKC,power_slug_blue,BP_Crystal_C,2222.253,1920.767,13.725,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0911,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal15_8,CGNT9WSGTVS7HU0KXLH6Z2KEX,power_slug_blue,BP_Crystal_C,-126.3,773.61,111.83,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0912,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal16_11,CGNT9WSGTVS7HU0KXLH6Z2KEX,power_slug_blue,BP_Crystal_C,-103.4,735.9,110.9,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0913,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_5,CGNT9WSGTVS7HU0KXLH6Z2KEX,power_slug_blue,BP_Crystal_C,-118.8,756.7,99.99,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0914,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F09E6901_1553651856,CKJFOWAHEQH4K60T7YQA2NWI3,power_slug_blue,BP_Crystal_C,-2465.84,-502.05,9.77,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0915,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal1_0,CLLYCMIIZXLWPIO0MS04ABFDK,power_slug_blue,BP_Crystal_C,-568.257,-2349.853,-26.479,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0916,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal2_3,CLTEKSRRDYHLXQL2PCFAB56VP,power_slug_blue,BP_Crystal_C,-1499.288,-1710.003,36.074,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0917,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal63,CLTEKSRRDYHLXQL2PCFAB56VP,power_slug_blue,BP_Crystal_C,-1368.882,-1624.946,7.219,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0918,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal23,CLTO6PMFH2EVO0GZ2E0QIG9DB,power_slug_blue,BP_Crystal_C,-1047.594,1869.887,-17.602,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0919,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal17_UAID_40B076DF2F79F76301_1548250183,CNKVZNU5VS3AIUVCQRTY51QBV,power_slug_blue,BP_Crystal_C,543.538,2260.595,-13.635,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0920,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal16_10,CO6KFY3T7KBDBVPZJ970Y0HVT,power_slug_blue,BP_Crystal_C,-431.969,1025.327,24.299,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0921,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0316001_1179996182,CPQQ8A0UUO7EOZ92IO7NDRIXC,power_slug_blue,BP_Crystal_C,1609.183,1294.963,153.86,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0922,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_04421A9713F0EA5F01_1564806683,CPQQ8A0UUO7EOZ92IO7NDRIXC,power_slug_blue,BP_Crystal_C,1575.74,1259.09,93.53,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0923,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal13_6,CPST8URC3NJPMRC91YU838OZB,power_slug_blue,BP_Crystal_C,3413.445,650.348,9.906,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0924,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_20,CQ0CKTZT5E0ASGUGG57K4U301,power_slug_blue,BP_Crystal_C,541.863,653.94,62.834,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0925,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_21,CQ0CKTZT5E0ASGUGG57K4U301,power_slug_blue,BP_Crystal_C,524.405,518.77,93.186,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0926,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_22,CQ0CKTZT5E0ASGUGG57K4U301,power_slug_blue,BP_Crystal_C,542.82,603.216,98.719,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0927,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal20_20,CRWTKFUJMS7PML9U7MCL6H03W,power_slug_blue,BP_Crystal_C,374.529,-1440.81,-70.614,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0928,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal17_UAID_40B076DF2F79755B01_1333072849,CT9YVY8OWECVW3NM9UCG3905N,power_slug_blue,BP_Crystal_C,338.568,1787.745,9.725,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0929,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_29,CT9YVY8OWECVW3NM9UCG3905N,power_slug_blue,BP_Crystal_C,479.107,1825.495,8.127,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0930,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_UAID_40B076DF2F79B36201_1823459155,CT9YVY8OWECVW3NM9UCG3905N,power_slug_blue,BP_Crystal_C,406.19,1812.9,-11.91,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0931,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_28,CTVG5WLBD8I2HRUA9RRY9LQO5,power_slug_blue,BP_Crystal_C,685.133,1062.302,106.1,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0932,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal21_26,CWNULIAI031DNZ3TTJ3DRC14G,power_slug_blue,BP_Crystal_C,-1165.134,-694.347,146.576,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0933,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal22_27,CWNULIAI031DNZ3TTJ3DRC14G,power_slug_blue,BP_Crystal_C,-1132.238,-665.24,130.032,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0934,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal24_25,CWNULIAI031DNZ3TTJ3DRC14G,power_slug_blue,BP_Crystal_C,-1174.647,-653.174,133.999,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
poi_502094_0935,power_slug_blue,Persistent_Level:PersistentLevel.BP_Crystal_C_14,CYIG9OCBFVQJ01L07CNML4VKC,power_slug_blue,BP_Crystal_C,143.009,-19.972,233.545,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
