source_object_id,source_cell,source_category,source_class,east_m,north_m,elevation_m,source_game_build,source_sha256
Persistent_Level:PersistentLevel.BP_Shroom_1336,6CWB96QBCFR7EBIDKUVPGWJDY,mushroom,BP_Shroom_01_C,2203.107,-1186.114,-14.593,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1337,6CWB96QBCFR7EBIDKUVPGWJDY,mushroom,BP_Shroom_01_C,2250.921,-1167.334,-16.054,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1339,6CWB96QBCFR7EBIDKUVPGWJDY,mushroom,BP_Shroom_01_C,2209.547,-1256.895,3.448,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_3748,6ES6VR80IU4BHJEYSGO6HMEN0,mushroom,BP_Shroom_01_C,-409.85,-1230.67,38.115,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_3967,6ES6VR80IU4BHJEYSGO6HMEN0,mushroom,BP_Shroom_01_C,-439.37,-1149.61,39.734,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_112,6H66RI7OBR6IWMW9YZ96MANGZ,mushroom,BP_Shroom_01_C,1553.055,-1658.243,-54.792,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_115,6H66RI7OBR6IWMW9YZ96MANGZ,mushroom,BP_Shroom_01_C,1547.038,-1721.503,-55.453,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_67,6H66RI7OBR6IWMW9YZ96MANGZ,mushroom,BP_Shroom_01_C,1653.752,-1577.597,23.146,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_70,6H66RI7OBR6IWMW9YZ96MANGZ,mushroom,BP_Shroom_01_C,1652.503,-1605.964,22.526,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_73,6H66RI7OBR6IWMW9YZ96MANGZ,mushroom,BP_Shroom_01_C,1639.298,-1593.422,23.244,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_76,6H66RI7OBR6IWMW9YZ96MANGZ,mushroom,BP_Shroom_01_C,1718.977,-1593.81,32.646,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_79,6H66RI7OBR6IWMW9YZ96MANGZ,mushroom,BP_Shroom_01_C,1697.634,-1604.958,26.036,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_88,6H66RI7OBR6IWMW9YZ96MANGZ,mushroom,BP_Shroom_01_C,1559.733,-1650.323,-0.542,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_91,6H66RI7OBR6IWMW9YZ96MANGZ,mushroom,BP_Shroom_01_C,1539.408,-1691.367,-9.548,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_324,6JSYFN4F11W1FK8DBEL9MJKMC,mushroom,BP_Shroom_01_C,-75.621,650.142,132.801,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_326,6JSYFN4F11W1FK8DBEL9MJKMC,mushroom,BP_Shroom_01_C,-61.418,560.034,131.823,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_603,6JSYFN4F11W1FK8DBEL9MJKMC,mushroom,BP_Shroom_01_C,-99.403,700.859,131.45,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_607,6JSYFN4F11W1FK8DBEL9MJKMC,mushroom,BP_Shroom_01_C,-70.974,643.063,133.352,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_609,6JSYFN4F11W1FK8DBEL9MJKMC,mushroom,BP_Shroom_01_C,-66.185,595.639,135.892,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_610,6JSYFN4F11W1FK8DBEL9MJKMC,mushroom,BP_Shroom_01_C,-51.401,542.913,143.187,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_612,6JSYFN4F11W1FK8DBEL9MJKMC,mushroom,BP_Shroom_01_C,-25.148,527.063,131.097,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1386,6LM457N0FPZ2S25SLLGCLDSPT,mushroom,BP_Shroom_01_C,2254.329,-595.773,-16.752,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1393,6LM457N0FPZ2S25SLLGCLDSPT,mushroom,BP_Shroom_01_C,2299.164,-645.641,-16.724,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1400,6LM457N0FPZ2S25SLLGCLDSPT,mushroom,BP_Shroom_01_C,2237.317,-676.097,-16.681,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1406,6LM457N0FPZ2S25SLLGCLDSPT,mushroom,BP_Shroom_01_C,2314.861,-713.814,-16.741,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1409,6LM457N0FPZ2S25SLLGCLDSPT,mushroom,BP_Shroom_01_C,2346.846,-682.126,-16.641,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1434,6LM457N0FPZ2S25SLLGCLDSPT,mushroom,BP_Shroom_01_C,2353.164,-618.209,-16.602,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1481,6LM457N0FPZ2S25SLLGCLDSPT,mushroom,BP_Shroom_01_C,2323.538,-531.963,-16.732,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1483,6LM457N0FPZ2S25SLLGCLDSPT,mushroom,BP_Shroom_01_C,2290.801,-539.602,-16.601,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1488,6LM457N0FPZ2S25SLLGCLDSPT,mushroom,BP_Shroom_01_C,2223.458,-527.891,-16.676,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1490,6LM457N0FPZ2S25SLLGCLDSPT,mushroom,BP_Shroom_01_C,2159.067,-534.676,-16.653,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_BerryBush540_380,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,1964.262,279.854,94.542,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_BerryBush561_398,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2063.071,247.595,107.871,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_BerryBush659_430,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2129.328,217.697,108.013,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_BerryBush664_435,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2090.896,142.128,83.363,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_BerryBush668_439,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2036.637,199.35,72.974,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1278,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2125.822,239.48,62.222,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1279,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2049.721,297.528,81.202,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1280,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2022.088,193.873,39.707,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1345,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2121.989,173.017,-0.351,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1360,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2065.157,155.961,1.548,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1376,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2104.037,252.775,8.487,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1377,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2094.986,280.993,14.32,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_252,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2130.902,259.34,17.236,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_255,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2112.049,250.994,19.482,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_264,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2055.318,173.01,3.284,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_439,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2126.412,278.744,15.874,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_442,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2106.28,235.895,21.155,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_443,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2079.32,203.602,25.015,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_446,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2045.022,246.933,0.875,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_454,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2086.42,269.803,76.084,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_455,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2102.055,224.39,59.77,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_458,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2082.58,291.751,37.026,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_674,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2125.145,297.512,50.654,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_676,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2078.155,244.332,75.611,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_677,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2124.537,209.454,65.738,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_682,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2061.457,141.677,36.979,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_683,6OH3OUDS6PFXXMI3RUKALLYJN,mushroom,BP_Shroom_01_C,2081.216,140.172,36.671,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_BerryBush2090,6PQ7314XUVCWR8O04N45EBK4X,mushroom,BP_Shroom_01_C,857.645,-440.383,115.269,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_BerryBush2108,6PQ7314XUVCWR8O04N45EBK4X,mushroom,BP_Shroom_01_C,832.013,-462.635,153.714,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_BerryBush2113,6PQ7314XUVCWR8O04N45EBK4X,mushroom,BP_Shroom_01_C,907.05,-383.272,165.81,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_BerryBush2115,6PQ7314XUVCWR8O04N45EBK4X,mushroom,BP_Shroom_01_C,842.053,-412.138,166.103,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1542,6PQ7314XUVCWR8O04N45EBK4X,mushroom,BP_Shroom_01_C,869.179,-450.248,104.616,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1544,6PQ7314XUVCWR8O04N45EBK4X,mushroom,BP_Shroom_01_C,754.442,-317.205,106.402,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_1547,6PQ7314XUVCWR8O04N45EBK4X,mushroom,BP_Shroom_01_C,774.46,-357.424,112.011,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_545,6PQ7314XUVCWR8O04N45EBK4X,mushroom,BP_Shroom_01_C,753.087,-316.389,106.463,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_548,6PQ7314XUVCWR8O04N45EBK4X,mushroom,BP_Shroom_01_C,896.167,-309.099,122.688,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_549,6PQ7314XUVCWR8O04N45EBK4X,mushroom,BP_Shroom_01_C,854.714,-389.341,114.909,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_4549,6R7NFOA2U0H2ZVCUE51IRA47Q,mushroom,BP_Shroom_01_C,-1107.33,-2202.77,-16.384,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_777,6RVU2BO0US5OEEF6Y4821XLPS,mushroom,BP_Shroom_01_C,-988.93,-257.375,198.398,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_783,6RVU2BO0US5OEEF6Y4821XLPS,mushroom,BP_Shroom_01_C,-1052.557,-269.432,200.464,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_786,6RVU2BO0US5OEEF6Y4821XLPS,mushroom,BP_Shroom_01_C,-1093.22,-253.464,201.966,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_789,6RVU2BO0US5OEEF6Y4821XLPS,mushroom,BP_Shroom_01_C,-1074.155,-228.602,211.806,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_BerryBush2346,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1185.897,-841.999,104.249,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_BerryBush905_588,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1303.101,-835.749,101.777,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_10141,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1325.842,-838.685,104.425,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_10272,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1319.2,-888.671,102.486,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_5505,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1290.565,-813.007,140.105,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_5638,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1286.989,-787.314,142.967,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_5701,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1254.644,-788.746,144.562,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_5814,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1226.725,-804.337,147.643,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_6083,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1248.538,-822.107,125.829,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_6244,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1272.47,-840.71,126.808,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_6313,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1262.463,-824.134,125.853,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_6434,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1247.04,-841.45,127.05,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_6461,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1254.024,-853.141,154.223,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_6526,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1250.88,-865.54,100.817,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_6627,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1290.15,-834.84,100.599,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_9654,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1287.01,-727.638,108.642,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
Persistent_Level:PersistentLevel.BP_Shroom_9751,6ZVPF9UC2EKDMVRXH9PAUWUTQ,mushroom,BP_Shroom_01_C,1283.59,-788.85,102.692,++FactoryGame+rel-main-anniversary-2026-CL-502094,2c1ba76bf6aeb7593d53fb8278c48df9a639f7002d1cc09eeb4024fb67406337
